71788,111.24071,-76.71822
8168,112.51415,-77.990326
33111,112.49177,-77.93914
17284,57.72707,-135.18001
75297,109.720024,-96.06773
40942,109.32443,-95.8215
31512,113.04284,-75.54219
84171,112.472786,-75.11316
30344,112.47412,-75.10091
67051,109.20047,-93.2994
36663,74.97258,-109.85465
30856,-9.677075,-108.96601
88290,109.73611,-96.10628
66142,74.351105,-110.066284
28271,7.7646184,-90.24661
3919,74.416374,-109.906044
73754,93.370575,-57.88379
52662,73.8526,-110.927895
35642,77.584496,-112.931404
29392,24.854027,-95.26054
50822,114.33208,-74.86844
46339,88.74106,-105.32928
38755,109.16611,-93.38746
48470,121.007614,-53.354332
25730,110.943535,-92.09677
51649,110.92337,-91.07637
7181,78.57495,-109.862526
44158,74.84672,-110.85869
6879,78.30933,-111.530914
37531,46.798485,-1.8105062
27060,84.622795,-103.85955
63568,99.96636,-90.88845
6429,114.33321,-74.65348
39113,77.30752,-110.03294
52977,99.87927,-90.8562
18198,119.71325,-52.47485
31002,-9.828533,-109.03147
15986,85.70325,-104.34159
82744,100.87012,-91.12466
58949,111.82897,-91.02692
74955,75.82783,-110.86577
49483,111.161934,-93.8414
62998,88.20354,-107.00434
59131,54.48134,-122.34596
26762,115.645515,-94.910324
28873,114.05942,-95.265625
1610,86.92342,-106.253845
85219,98.7399,-107.32585
39017,55.188442,-133.94376
83133,113.76835,-74.82693
22506,112.36671,-95.88616
24237,85.549355,-104.09178
19732,-53.0083,-64.84705
9057,114.28445,-74.486786
22664,112.37624,-95.87389
82702,99.34528,-93.55026
20269,77.02125,-111.82136
31284,77.6597,-110.91075
11279,85.50291,-104.05279
24866,56.845543,-135.22794
7770,113.64756,-91.3904
53461,55.11209,-133.9156
17120,85.62594,-101.11596
33923,84.33273,-97.0601
25135,115.13789,-93.247665
74557,111.53073,-91.493484
73099,111.547264,-91.529854
53056,98.724754,-105.80121
7913,76.63096,-111.46083
14989,85.39333,-103.95512
36334,111.53096,-91.52969
6090,110.07246,-68.05112
66068,115.6769,-42.271824
16320,85.63747,-101.10994
42548,114.5687,-92.07571
22394,102.699844,-91.8941
17583,85.38617,-103.96005
37714,77.1438,-110.837524
4725,88.13924,-106.74792
40966,87.19078,-106.19953
73854,84.44421,-97.11705
3362,47.21664,-100.63736
62262,84.42285,-97.11078
75238,85.34065,-101.88515
3257,114.06417,-92.443565
48121,88.0569,-106.54908
53637,111.8866,-93.34264
61241,54.21173,-122.74199
50935,113.30278,-92.2751
11879,88.346886,-105.78416
78196,100.25781,-91.03042
34337,90.73601,-90.1059
71959,114.12634,-94.132355
34665,113.27501,-94.47418
37068,76.98004,-111.10032
30796,114.382454,-93.38111
33027,112.32084,-94.00626
41208,113.73346,-94.0297
27716,76.97902,-111.07329
34937,76.992516,-111.12363
25791,92.46446,-107.92747
47202,76.982,-111.0901
58062,53.516926,-123.52997
76580,102.89172,-92.07229
36300,-22.011448,-124.04013
52917,13.023296,-152.05692
57336,84.75124,-97.38937
18976,88.07333,-106.50108
