6,0
5,0
1,0
15,0
4,0
3,0
13,0
16,0
10,0
7,0
2,0
21,0
20,0
8,0
17,1
23,2
25,0
26,3
28,2
29,0
31,0
32,0
34,0
35,4
36,4
37,0
44,0
39,0
45,0
19,0
46,4
47,0
51,5
52,0
53,0
54,0
41,0
55,0
57,0
61,2
65,4
56,0
66,0
69,2
70,4
71,0
72,0
74,0
75,0
68,0
64,0
76,0
77,0
78,0
60,6
79,4
80,0
81,0
62,2
83,0
104,0
86,0
87,6
89,0
94,0
95,4
96,5
97,0
99,2
88,6
101,6
100,0
103,6
105,0
106,5
107,5
108,0
109,0
110,0
111,0
112,2
115,2
114,0
119,0
122,0
127,0
129,0
116,0
131,0
132,0
133,7
113,0
125,0
135,0
134,0
137,0
138,0
140,0
141,0
139,0
142,0
143,0
144,0
145,0
146,8
147,6
148,6
93,2
149,0
150,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
160,0
161,0
162,0
163,0
165,0
166,0
167,0
168,0
169,7
170,0
171,0
172,6
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,8
181,0
159,0
182,6
183,0
184,0
185,6
186,0
187,0
33,7
188,7
189,0
190,0
191,6
192,2
193,6
194,6
195,0
196,2
198,0
199,6
200,0
201,6
202,0
203,0
204,0
205,6
206,0
207,0
209,0
210,0
120,0
211,0
212,0
213,6
214,0
215,2
216,6
217,6
218,6
219,0
220,0
223,0
224,6
225,0
227,0
228,0
230,7
231,2
232,0
233,0
208,6
234,0
235,0
222,0
236,0
237,0
238,0
239,0
240,0
241,2
242,9
244,0
164,0
245,6
246,4
247,0
248,6
250,6
251,6
249,2
243,4
252,6
253,4
255,6
256,0
257,6
258,2
259,2
260,0
261,6
262,0
263,2
264,6
265,6
266,0
267,4
268,6
229,6
221,0
269,0
271,0
272,0
273,0
274,2
275,6
276,0
270,0
277,6
279,6
278,6
280,7
281,7
282,0
283,0
284,0
285,0
286,0
287,0
288,0
290,2
291,6
292,0
293,0
294,0
295,0
296,0
297,6
298,0
299,0
301,0
302,0
303,0
304,0
254,6
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,6
314,6
313,0
315,6
316,0
317,0
318,2
319,0
320,6
322,0
323,2
324,0
325,0
326,0
321,6
327,2
328,6
329,0
334,6
338,6
345,6
346,4
289,0
347,0
349,2
340,2
336,6
350,0
352,0
353,0
354,0
355,0
356,0
357,0
359,2
339,6
360,6
366,6
367,2
368,0
358,0
370,0
371,2
372,6
363,0
375,0
377,0
374,4
378,0
379,0
380,6
382,0
383,6
384,0
385,6
386,0
348,6
387,0
388,6
389,0
390,0
391,0
392,0
330,2
351,0
393,0
342,0
395,1
396,0
397,6
399,0
400,6
401,0
402,0
403,0
404,0
405,0
406,6
407,0
408,0
409,6
410,6
411,0
412,0
414,6
415,4
